Longitude,Latitude,Shortitude,Deltitude,Pi,Murphy,Smell_Level,Feng_Shui_Quality,Air_Apple,Air_Burn,Air_Copper,Air_Mint,Sound_Silence,Sound_Humming,Sound_Skittering,Sound_Squelching,Sound_BuzzingPerformance
-147.022,-8.348,32.649,49.891,3.1467,4.88,0,2,0,0,0,0,0,0,0,1,1,0.0589
14.236,-74.833,38.038,30.18,3.152,4.8,2,0,1,0,0,0,1,0,0,0,0,0.3458
-46.7,46.934,18.893,-34.43,3.1423,4.79,1,1,0,0,0,1,0,0,1,1,0,0.18510000000000001
167.464,55.167,42.1,-34.215,3.1586,3.9,0,0,1,0,0,0,0,0,0,0,1,0.3037
-12.008,7.483,-41.335,49.667,3.115,5.96,0,0,0,0,0,0,0,0,1,0,0,0.0278
-177.45,37.996,-53.905,45.343,3.1341,2.31,0,1,0,1,0,0,0,0,0,0,1,0.578
166.625,-37.202,8.453,-45.11,3.1303,4.25,1,0,0,0,0,0,0,0,0,0,1,0.1316
-44.934,-43.177,26.833,22.298,3.1372,4.72,1,1,0,0,0,1,0,0,0,0,1,0.2799
-124.982,-44.778,-45.758,-8.499,3.1147,5.33,0,0,0,0,0,1,0,0,0,0,1,0.1399
59.403,-60.24,44.5,-62.973,3.1585,3.59,1,0,0,0,0,1,0,0,1,0,0,0.5129
70.125,18.672,45.789,-45.488,3.1402,2.25,0,1,0,0,0,1,0,0,0,0,1,0.4286
-177.506,51.108,-28.743,62.394,3.1107,3.89,1,1,0,0,0,0,0,0,1,0,0,0.16329999999999997
-17.056,77.133,-12.533,-16.549,3.1499,3.94,1,1,0,0,0,0,0,0,0,0,1,0.2334
-83.762,52.515,-71.631,43.469,3.1636,4.71,2,0,0,0,0,0,1,0,0,0,0,0.1907
-22.705,13.302,-2.724,43.401,3.1246,3.95,1,0,0,0,0,1,1,0,0,0,0,0.2267
123.297,-42.586,28.87,-53.641,3.1277,4.47,1,0,0,0,0,1,0,0,0,0,1,0.2482
60.078,46.942,-53.73,-65.103,3.1451,3.25,0,1,0,1,0,0,1,0,0,0,0,0.9622
90.7,38.171,-81.66,26.077,3.1211,5.8,1,0,0,0,0,0,1,0,0,0,0,0.0571
126.401,-55.808,-53.577,-29.857,3.1462,2.63,1,1,1,0,0,0,0,1,0,0,0,0.1183
89.439,-35.737,-31.311,-16.209,3.1405,5.4,0,1,0,0,0,1,0,0,1,0,0,0.22
1.407,41.215,8.26,32.242,3.1591,3.05,0,1,0,0,0,0,0,1,0,1,1,0.039700000000000006
108.054,-32.007,38.358,48.338,3.1663,3.94,0,1,0,0,0,0,0,0,1,0,0,0.2082
-106.003,31.807,19.679,-38.16,3.1283,2.8,0,1,1,0,0,0,0,0,1,0,0,0.2799
39.146,-14.61,-5.249,60.603,3.1605,0.47,1,1,0,0,0,0,0,0,0,0,1,0.1852
143.309,-52.883,-25.872,10.484,3.151,3.35,1,1,0,0,0,0,0,1,0,1,1,0.028900000000000002
176.341,-41.761,-30.048,-39.375,3.1283,1.37,1,1,0,0,0,0,0,0,0,0,1,0.2145
-17.409,-22.05,-2.993,30.651,3.1346,2.11,0,0,0,0,0,0,0,1,0,0,0,0.0542
152.265,-19.588,26.387,-8.482,3.1352,5.41,1,1,1,0,0,0,0,0,0,0,1,0.0789
-165.028,23.207,22.356,-45.732,3.1604,2.68,0,1,0,0,0,1,0,1,0,0,0,0.1066
101.505,-47.049,38.567,38.455,3.1622,4.52,0,0,0,0,0,0,0,0,1,1,0,0.1283
-122.192,-41.459,36.806,28.663,3.1259,5.62,0,1,1,0,0,0,0,0,0,0,1,0.10640000000000001
8.889,-7.068,-5.222,19.447,3.137,4.59,1,0,0,0,0,1,0,0,1,0,0,0.22210000000000002
-158.237,55.471,49.049,41.076,3.1307,4.04,0,0,0,0,0,1,0,0,0,0,1,0.3232
-60.72,18.818,-18.808,-40.501,3.1423,1.66,1,1,1,0,0,0,1,0,0,0,0,0.2992
69.393,51.351,47.075,68.494,3.1276,5.45,1,0,0,0,0,0,0,0,1,0,0,0.0947
-114.597,-60.059,19.747,-65.322,3.1193,0.53,1,1,0,0,0,1,0,0,1,1,0,0.2231
173.143,-16.353,27.041,61.241,3.1194,3.27,1,1,0,0,0,1,0,0,0,1,1,0.098
25.577,59.752,-27.566,26.386,3.167,2.78,0,1,0,0,0,1,1,0,0,0,0,0.8456999999999999
122.497,-72.217,-23.985,-11.136,3.1422,5.65,1,1,0,0,0,0,0,0,1,0,0,0.1028
-82.742,63.24,15.026,57.956,3.1567,3.77,1,0,0,0,0,1,1,0,0,0,0,0.42979999999999996
104.163,-39.295,-25.88,48.567,3.1374,4.62,1,1,0,0,0,1,0,1,1,0,0,0.0958
-125.388,-5.728,-20.69,51.086,3.1283,4.18,0,2,0,0,0,0,0,0,0,1,1,0.06230000000000001
-83.516,-71.183,-33.667,-51.998,3.1347,4.12,1,1,0,0,0,0,0,1,1,0,0,0.0501
-81.292,-44.038,-30.174,-53.503,3.1387,3.48,1,1,1,0,0,0,0,1,0,0,1,0.0646
156.173,-41.367,37.345,-38.333,3.1463,3.18,1,1,1,0,0,0,0,0,0,0,1,0.33740000000000003
-93.451,50.954,-28.537,-61.397,3.1489,4.98,1,0,0,0,0,1,0,0,0,0,1,0.2157
-86.572,-59.572,70.694,-36.28,3.1172,3.17,1,1,1,0,0,0,0,0,0,1,1,0.1067
-115.515,21.538,47.408,-28.741,3.1428,3.36,1,1,0,0,0,1,0,0,0,1,1,0.1184
112.685,11.556,-57.081,-11.623,3.114,1.32,2,1,0,0,0,1,1,0,0,0,0,0.3924
-69.818,-48.263,-53.778,38.555,3.1559,2.26,1,1,0,0,0,1,1,0,0,0,0,0.6367
41.433,50.612,29.563,41.89,3.1678,5.08,0,2,1,0,0,0,0,0,0,0,1,0.249
-60.942,53.828,-56.797,-20.4,3.1369,3.93,1,1,0,0,0,0,0,0,0,0,1,0.18789999999999998
-90.609,-37.453,-12.428,-23.655,3.1438,3.04,1,0,1,0,0,0,0,1,1,1,0,0.039
91.909,32.994,-35.262,-56.055,3.1616,3.73,1,1,0,1,0,0,0,1,0,0,0,0.087
-144.87,57.86,37.717,67.122,3.1442,4.73,1,0,0,0,0,0,0,0,0,1,1,0.060300000000000006
-71.085,42.281,-27.922,-13.594,3.1555,1.45,2,1,0,0,0,1,0,1,0,1,0,0.0951
-69.406,-43.374,38.606,-49.546,3.1083,5.5,1,0,0,0,0,1,0,0,0,1,0,0.057999999999999996
112.015,18.714,-29.722,15.474,3.1488,4.35,0,1,1,0,0,0,0,1,0,0,0,0.0736
64.459,-48.377,46.23,31.032,3.142,4.29,1,1,0,0,1,0,0,0,0,1,1,0.1783
128.085,63.846,-20.597,-30.689,3.1188,4.87,1,0,0,0,0,1,0,0,0,0,1,0.1813
34.352,37.318,10.265,25.227,3.1204,3.17,2,1,1,0,0,0,1,0,0,0,0,0.4717
-148.285,-30.286,-60.215,68.072,3.1339,4.53,1,0,0,0,0,1,0,0,0,0,1,0.1394
-146.34,-41.754,-33.001,16.724,3.1312,1.66,0,0,1,0,0,0,0,1,0,0,1,0.075
133.41,-27.662,-1.474,-41.735,3.1183,3.77,1,0,0,0,0,1,0,0,1,0,0,0.207
1.529,-40.831,-15.524,-31.517,3.1195,2.45,0,0,0,1,0,0,0,0,1,0,0,0.5926
-148.52,67.07,59.614,35.931,3.1292,3.65,0,0,1,0,0,0,0,1,0,0,0,0.0782
-120.655,-33.857,17.24,-14.175,3.1174,2.64,1,1,1,0,0,0,0,0,1,1,0,0.0907
-99.889,-16.308,-15.081,8.438,3.1521,3.3,2,1,0,0,0,0,0,0,1,1,0,0.1103
0.174,-65.862,44.817,46.319,3.1223,0.75,0,1,0,0,0,0,0,0,0,0,1,0.3044
132.623,-44.432,19.601,-42.483,3.1293,1.6,1,1,0,0,0,1,1,0,0,0,0,0.6020000000000001
93.634,-24.841,50.492,-15.813,3.158,2.26,1,0,0,0,0,1,0,0,1,0,0,0.3506
83.591,-12.807,-19.187,11.403,3.1395,5.81,0,1,1,0,0,0,1,0,0,0,0,0.0958
-57.779,-50.67,30.63,-41.887,3.1699,5.68,0,0,0,0,0,0,1,0,0,0,0,0.0906
-59.963,29.526,-10.653,-30.622,3.1476,5.64,0,1,0,0,0,0,0,0,1,0,0,0.0816
-137.735,42.366,-19.039,18.196,3.1243,3.9,1,1,0,0,0,1,1,0,0,0,0,0.37590000000000007
-12.625,62.818,12.59,56.717,3.1425,3.14,1,1,0,0,0,1,0,0,0,1,0,0.32170000000000004
-115.592,-9.565,-56.851,40.306,3.1436,4.34,1,0,0,0,0,0,0,0,0,1,0,0.0575
161.383,-20.385,-37.647,-47.219,3.155,4.63,0,0,1,0,0,0,1,0,0,0,0,0.21309999999999998
95.637,-12.192,-19.105,-56.61,3.1425,3.45,0,1,0,0,0,1,0,1,1,0,0,0.1161
111.801,13.629,42.918,-49.764,3.1403,4.04,1,1,1,0,0,0,0,1,0,0,1,0.0424
-59.292,58.485,62.05,-18.692,3.1446,2.89,1,1,0,0,1,0,0,0,0,0,1,0.41369999999999996
60.096,48.745,34.315,-50.878,3.1238,3.62,1,1,1,0,0,0,0,0,1,1,0,0.177
-118.643,28.198,-52.105,10.465,3.1123,4.49,0,1,1,0,0,0,0,0,1,0,0,0.1534
131.496,51.544,39.775,8.935,3.1595,5.41,1,1,0,0,0,1,1,0,0,0,0,0.2544
119.13,47.062,-31.871,-30.452,3.1332,4.11,1,1,0,0,0,1,1,0,0,0,0,0.4694
-63.113,-23.155,-6.059,24.015,3.1274,2.18,0,1,1,0,0,0,1,0,0,0,0,0.3204
38.973,71.359,29.134,-41.253,3.1477,2.78,0,1,0,0,0,1,0,0,1,0,0,0.9503
-90.007,-61.073,16.169,15.066,3.1108,3.47,1,1,0,0,0,0,0,0,0,1,0,0.09119999999999999
8.877,52.835,43.147,65.464,3.1399,3.05,0,1,0,0,0,1,0,0,1,0,0,0.8293
73.22,41.861,-42.285,24.592,3.1097,3.23,0,1,1,0,0,0,1,0,0,0,0,0.4242
-120.362,-19.267,-39.434,52.347,3.1194,4.99,0,1,0,0,0,0,1,0,0,0,0,0.10070000000000001
-104.04,-81.032,36.134,50.301,3.1395,1.96,1,0,0,0,0,0,0,0,1,0,0,0.24739999999999998
60.823,25.65,-64.18,23.403,3.1193,2.91,0,1,0,0,0,1,0,0,0,0,1,0.3239
-109.062,47.471,-63.21,43.028,3.1273,3.89,0,0,1,0,0,0,0,0,1,0,0,0.30710000000000004
16.02,-21.591,-30.226,23.52,3.1499,4.43,1,0,1,0,0,0,0,0,0,0,1,0.1544
41.415,-20.807,19.901,53.113,3.1367,3,0,0,0,0,0,1,0,1,0,1,1,0.0393
149.416,-70.546,7.057,-31.129,3.1411,5.09,1,1,0,0,0,1,0,0,0,0,1,0.24
-79.689,16.257,-31.322,-16.418,3.1701,3.33,1,0,0,0,0,1,0,1,0,0,0,0.0575
153.396,-45.348,-28.22,27.185,3.1394,5.84,1,1,0,0,0,1,0,0,0,1,1,0.050199999999999995
14.85,-17.114,-29.254,48.397,3.1581,3.27,1,1,1,0,0,0,0,0,0,0,1,0.2232
-137.407,46.548,45.692,-57.62,3.1373,4.34,0,1,0,0,0,0,0,0,1,0,0,0.2518
158.553,23.541,-10.129,-51.557,3.1169,3.53,1,1,1,0,0,0,0,1,0,1,1,0.0158
-139.427,62.099,-11.097,17.996,3.165,4.18,1,1,0,1,0,0,0,0,1,0,0,0.4056
-55.505,-24.095,29.264,-74.843,3.1515,0.96,1,2,0,0,0,1,0,0,0,0,1,0.3479
-10.114,-32.718,55.942,-12.265,3.1717,4.94,1,0,1,0,0,0,1,0,0,0,0,0.1191
-4.831,60.13,-44.12,-45.497,3.1742,4.2,0,0,0,0,0,1,0,0,1,1,0,0.22890000000000002
155.249,50.752,34.284,54.635,3.1302,4.21,1,1,0,0,0,1,0,0,0,0,1,0.3072
154.206,3.736,53.517,-27.134,3.1327,2.95,1,1,0,0,0,0,0,0,0,0,1,0.129
99.158,-62.356,20.421,-35.579,3.1291,4.25,1,1,1,0,0,0,1,0,0,0,0,0.3276
-65.151,39.677,-37.592,55.882,3.132,3.34,0,1,1,0,0,0,0,0,0,1,0,0.2415
158.795,-6.118,48.48,-22.171,3.1688,3.48,1,0,0,0,0,1,0,0,1,0,0,0.24059999999999998
-27.68,35.248,16.943,63.627,3.1141,4.59,0,1,0,0,0,1,0,0,1,0,0,0.2395
-9.128,-58.311,21.422,-47.636,3.1273,5.91,1,1,0,0,0,0,1,0,0,0,0,0.056900000000000006
-59.93,-46.471,58.474,-29.887,3.1276,5.47,1,0,0,1,0,0,0,0,0,0,1,0.1233
-157.799,32.497,-36.731,17.072,3.1491,2.95,1,1,0,0,0,0,0,0,0,1,1,0.0735
-127.885,22.688,-32.799,-35.198,3.1348,3.34,1,1,0,0,0,1,0,0,0,0,1,0.2232
-143.586,31.272,-41.972,45.455,3.1515,1.88,0,1,0,0,0,0,1,0,0,0,0,0.2759
160.555,-37.762,-22.621,44.161,3.1284,3.94,1,2,0,0,0,1,0,0,1,0,0,0.4355
-45.801,-39.563,-48.212,-45.486,3.1364,5.61,1,2,0,0,0,0,1,0,0,0,0,0.1037
-3.411,-15.433,37.081,-7.411,3.1424,3.42,1,0,1,0,0,0,0,1,0,1,1,0.0207
-120.246,39.241,-50.529,-30.983,3.1458,5.97,1,0,0,0,0,0,0,1,0,0,1,0.0072
-40.963,-46.191,32.258,-45.465,3.1665,5.57,0,1,0,0,0,0,0,1,1,0,0,0.03
35.87,-8.922,-30.815,-77.867,3.1394,4.25,0,1,0,0,0,1,0,1,0,1,1,0.0375
108.621,53.567,-29.694,20.529,3.1377,4.57,1,1,1,0,0,0,0,0,0,0,1,0.2391
-109.001,83.107,-54.12,-14.63,3.15,3.62,0,1,1,0,0,0,0,0,1,0,0,0.5043
3.256,-46.034,-36.727,61.43,3.1547,3.66,1,1,1,0,0,0,0,0,1,0,0,0.4405
90.839,35.076,-33.869,63.432,3.1569,2.72,0,1,1,0,0,0,1,0,0,0,0,0.4272
-56.827,-40.274,-31.945,-39.139,3.1364,5.29,1,1,0,0,0,1,1,0,0,0,0,0.2548
174.302,-51.553,4.74,80.41,3.1376,4.99,0,0,0,0,1,0,0,1,1,0,0,0.07150000000000001
171.426,9.559,-54.269,27.687,3.1553,1.19,1,1,0,0,0,0,0,0,0,0,1,0.16440000000000002
102.156,16.426,-20.478,-55.482,3.1658,4.4,1,1,0,1,0,0,0,1,0,0,0,0.0675
99.716,-38.402,-34.059,-44.883,3.1532,1.67,1,1,0,0,0,0,0,0,0,1,1,0.1533
40.356,-53.905,-15.326,-67.688,3.1441,4.35,0,0,1,0,0,0,0,0,1,0,0,0.41270000000000007
48.822,-53.262,48.349,28.055,3.1262,4.71,1,1,0,0,0,1,0,1,0,0,0,0.084
111.914,74.742,37.812,-71.819,3.1328,5.08,1,1,0,0,0,1,1,0,0,0,0,0.3165
84.117,81.428,-43.822,-16.223,3.1355,5.3,1,1,0,0,0,1,0,0,0,0,1,0.2144
-80.925,-32.643,52.457,36.507,3.1362,5.77,2,1,0,0,0,1,1,0,0,0,0,0.10300000000000001
-157.985,65.578,-30.298,7.232,3.1398,5.14,1,1,0,0,0,0,0,1,1,0,0,0.0323
155.787,-15.705,-29.285,-69.12,3.1765,3.83,1,1,1,0,0,0,0,1,0,0,0,0.0447
-56.239,31.189,-66.733,-47.021,3.1721,3.01,0,1,1,0,0,0,0,0,1,1,0,0.1457
-134.855,12.488,-15.022,-15.825,3.1328,3.31,0,1,0,0,0,1,1,0,0,0,0,0.3885
75.042,-17.735,79.889,52.161,3.1316,4.06,0,1,0,0,0,1,0,0,0,0,1,0.2981
122.893,50.744,10.114,-4.211,3.1454,4.43,1,1,1,0,0,0,0,0,1,0,0,0.3435
-126.344,-23.907,21.199,-46.966,3.1119,1.21,1,0,0,0,0,1,1,0,0,0,0,0.2118
52.697,33.141,-45.376,41.563,3.1118,3.16,1,1,0,0,1,0,0,0,1,0,0,0.25170000000000003
-38.639,-38.744,-54,-38.301,3.1325,1.34,1,1,0,0,0,1,0,0,1,0,0,0.5908
51.305,3.358,43.79,-28.476,3.1464,2.98,1,1,0,0,0,1,1,0,0,0,0,0.4562
-148.538,-74.879,63.383,-51.771,3.137,5.23,0,1,0,1,0,0,1,0,0,0,0,0.335
164.355,-22.02,38.24,46.841,3.1398,4.3,1,1,0,1,0,0,1,0,0,0,0,0.2896
54.183,18.38,-26.306,-43.902,3.1298,5.96,1,0,1,0,0,0,0,1,0,0,1,0.0068000000000000005
-161.082,20.915,-27.308,-53.561,3.1261,3.65,0,1,0,0,1,0,0,0,0,1,1,0.11750000000000001
85.629,-32.557,40.694,54.753,3.1158,5.29,1,1,0,1,0,0,0,1,0,0,0,0.0334
-148.045,-60.475,15.357,11.069,3.1326,3.78,0,1,0,0,0,1,0,1,0,0,0,0.1341
174.929,-56.745,20.838,-18.384,3.1471,3.06,1,1,0,0,0,1,0,0,1,0,0,0.5865
87.322,-52.68,48.614,22.315,3.1061,4.81,1,1,0,0,0,1,0,1,0,0,0,0.0576
164.763,34.379,38.062,-33.849,3.1636,2.2,0,1,0,0,0,1,0,0,1,0,0,0.4719
-57.85,13.788,-40.743,-32.815,3.1615,4.6,1,0,0,0,1,0,0,0,0,0,1,0.1421
14.848,-69.224,54.988,41.776,3.1571,3.85,0,1,0,0,0,1,1,0,0,0,0,0.7601000000000001
22.133,31.056,-25.121,78.463,3.148,1.1,2,1,0,0,0,1,0,0,0,0,1,0.4712
-49.715,22.152,46.499,-43.865,3.1716,3.61,1,0,1,0,0,0,0,0,0,0,1,0.1292
-136.864,66.234,32.712,-34.387,3.1302,4.28,0,0,1,0,0,0,1,0,0,0,0,0.2956
93.147,-48.288,-54.529,46.427,3.1103,5.5,2,1,0,0,1,0,1,0,0,0,0,0.1925
-149.222,-52.009,-57.098,75.632,3.1265,4.98,1,1,0,0,0,1,0,0,0,0,1,0.1945
-8.646,-16.126,-15.285,-61.854,3.1416,5.33,1,1,0,1,0,0,0,1,1,0,0,0.0417
106.02,37.882,-45.627,-40.992,3.1325,4.53,2,1,1,0,0,0,0,1,0,0,1,0.0672
154.008,32.99,-10.476,-29.218,3.122,1.57,1,1,1,0,0,0,0,0,0,1,1,0.0892
-103.376,15.055,46.472,57.477,3.1178,2.84,1,1,0,0,0,0,0,0,1,0,0,0.126
51.465,45.195,55.274,-40.781,3.172,2.07,2,0,0,0,0,1,1,0,0,0,0,0.6470999999999999
70.184,-69.591,23.447,-14.987,3.131,2.45,0,1,0,0,0,0,0,1,0,0,1,0.07830000000000001
-20.691,-39.453,-25.937,-38.302,3.1319,4.28,0,1,0,0,0,1,0,0,1,0,0,0.5645
159.967,69.581,47.645,10.988,3.1462,5.14,0,1,0,0,0,0,1,0,0,0,0,0.2162
-82.594,24.339,-15.325,14.051,3.1243,5.94,1,1,0,0,0,0,0,0,0,0,1,0.020499999999999997
98.553,-55.561,-56.236,15.929,3.1476,1.5,0,0,1,0,0,0,0,0,1,0,0,0.6093000000000001
60.632,29.066,-13.613,52.299,3.1414,3.9,1,1,0,0,0,0,1,0,0,0,0,0.193
15.936,35.082,-67.47,-12.537,3.1278,4.37,0,1,1,0,0,0,0,0,1,1,0,0.12390000000000001
74.591,54.864,24.699,1.328,3.1237,2.89,1,0,1,0,0,0,1,0,0,0,0,0.34500000000000003
-64.1,52.9,-44.365,72.285,3.1575,2.97,1,1,0,0,1,0,0,0,0,0,1,0.4111
-115.81,-40.602,-59.335,15.224,3.1413,5.23,1,1,0,1,0,0,0,0,1,0,0,0.2575
-71.156,-60.318,-41.28,-54.897,3.1477,2.37,0,1,1,0,0,0,0,1,1,0,0,0.1404
-153.543,32.671,43.579,21.016,3.1692,3.52,0,0,0,1,0,0,1,0,0,0,0,0.3246
-3.165,-47.825,-26.769,17.291,3.1321,4.81,1,1,0,0,0,1,0,0,0,1,1,0.1376
-30.3,60.716,36.977,62.603,3.1113,3.82,1,1,0,0,0,0,0,0,0,0,1,0.1426
-27.116,-17.855,-35.004,-42.719,3.1396,1.68,1,1,0,0,0,1,0,0,1,0,0,0.4079
-31.192,-49.319,-55.635,33.233,3.1647,4.22,1,1,0,0,0,1,0,0,0,1,1,0.17170000000000002
151.586,-30.542,-24.81,64.043,3.1532,5.29,0,1,0,1,0,0,0,0,1,0,0,0.2395
120.842,-33.224,58.218,-5.693,3.1287,2.9,0,1,0,0,0,1,0,0,0,0,1,0.3342
-126.703,-48.323,53.309,-59.827,3.1401,2.23,0,1,0,0,0,0,0,0,0,0,1,0.2889
-96.46,52.835,-33.108,16.199,3.1372,5.61,1,1,0,0,0,1,0,0,0,0,1,0.1302
-59.584,62.94,40.286,-54.899,3.1336,2.88,0,1,1,0,0,0,1,0,0,0,0,0.5297
-169.362,17.965,-62.182,-38.451,3.1351,3.71,1,1,0,0,0,1,0,0,1,0,0,0.2781
173.089,80.05,15.85,-55.919,3.175,4.37,1,1,0,0,0,0,0,0,1,1,0,0.0892
124.537,39.181,-16.633,21.068,3.127,5.11,1,0,0,0,0,1,1,0,0,0,0,0.2359
-167.546,-69.362,-45.588,41.755,3.1314,4.38,0,0,0,1,0,0,0,0,1,0,0,0.4131
66.372,42.38,37.139,26.819,3.1261,3.53,0,0,1,0,0,0,1,0,0,0,0,0.4318
-3.59,-33.519,20.329,-37.091,3.125,3.23,1,0,1,0,0,0,1,0,0,0,0,0.2013
-173.877,-29.606,21.463,28.4,3.1398,3.65,0,1,0,0,0,0,0,1,0,0,0,0.0501
55.98,43.303,-55.879,-18.897,3.1325,4.97,0,0,0,0,0,0,1,0,0,0,0,0.2082
-25.825,-47.557,-41.742,-45.331,3.117,4.21,1,0,0,0,0,1,0,0,1,1,0,0.1467
-142.374,-50.986,52.166,-25.855,3.1319,1.02,1,0,1,0,0,0,0,0,1,0,0,0.31
-157.024,17.593,39.278,37.882,3.1636,5.51,1,1,0,0,0,1,1,0,0,0,0,0.11970000000000001
-101.731,9.412,4.269,-32.276,3.1415,5,1,1,0,1,0,0,0,0,1,0,0,0.1905
70.745,29.623,48.346,-52.307,3.153,4.44,1,1,0,0,0,1,0,0,0,0,1,0.2398
-141.251,-56.413,-23.395,-52.978,3.171,5,1,0,0,1,0,0,0,0,1,1,0,0.11170000000000001
-40.824,51.946,43.15,-56.832,3.1498,4.63,1,0,1,0,0,0,0,0,1,0,0,0.2675
-148.051,45.011,6.989,-21.682,3.1734,3.06,0,0,0,0,0,0,0,1,1,0,0,0.05940000000000001
120.215,-22.734,23.211,70.765,3.1224,4.46,1,1,1,0,0,0,0,0,1,0,0,0.1634
55.262,-34.464,44.047,-62.546,3.1216,3.27,0,2,0,0,0,1,0,0,1,0,0,0.43200000000000005
43.704,-21.975,-51.123,-65.024,3.151,3.88,1,1,0,1,0,0,0,0,1,1,0,0.1977
124.122,51.453,-36.964,-30.46,3.1276,2.11,1,0,0,0,0,0,0,0,1,1,0,0.1247
174.851,29.156,-10.325,69.947,3.1164,4.72,2,1,1,0,0,0,0,0,0,0,1,0.1152
90.136,-62.579,36.67,-19.233,3.166,4.46,1,1,0,0,0,0,0,1,0,0,0,0.0546
53.773,-8.3,-11.842,-23.808,3.109,3.66,1,1,1,0,0,0,0,1,1,0,0,0.0406
27.198,-50.357,19.003,16.992,3.1644,4.45,1,0,0,0,1,0,0,0,1,1,0,0.1728
-23.551,-18.206,22.332,-65.932,3.1444,5.32,0,1,1,0,0,0,1,0,0,0,0,0.17629999999999998
63.662,33.753,-57.57,-42.928,3.1447,4.03,1,1,0,0,0,1,0,0,0,1,1,0.1373
141.501,-20.223,-36.294,-50.311,3.1443,2.62,1,1,1,0,0,0,0,0,0,1,0,0.1528
-133.558,-50.44,25.292,49.903,3.1463,4.74,0,1,0,0,0,0,0,0,0,0,1,0.18989999999999999
-179.77,59.722,29.193,-53.027,3.1305,1.99,2,0,0,0,0,0,0,0,1,0,0,0.28750000000000003
-48.472,-12.738,-46.576,24.483,3.1348,3.14,1,2,0,0,0,1,0,0,0,1,1,0.1325
172.082,-30.639,-28.038,46.604,3.114,1.71,1,0,0,0,0,0,0,1,1,0,0,0.027400000000000004
103.218,-48.93,23.034,42.634,3.1442,5.91,1,0,0,1,0,0,0,0,1,0,0,0.1115
-155.782,-60.834,-26.419,-39.476,3.1625,1.37,1,1,0,0,0,1,0,0,1,1,0,0.2807
56.376,-30.559,-37.248,-23.141,3.1383,3.6,0,1,1,0,0,0,0,1,0,0,1,0.0634
53.488,38.868,-12.84,49.186,3.1593,4.96,1,1,0,0,0,1,0,0,1,0,0,0.37670000000000003
23.051,-1.599,-28.924,-40.054,3.1175,2.51,1,1,1,0,0,0,0,0,1,1,0,0.11660000000000001
12.358,32.134,-31.707,21.205,3.1517,3.47,0,1,1,0,0,0,0,1,0,0,0,0.0949
-164.261,37.093,-20.352,45.78,3.1024,5.81,0,0,0,0,0,1,0,0,1,0,0,0.08320000000000001
-81.607,-33.943,-47.191,62.042,3.118,4.42,0,1,0,0,0,0,0,0,0,1,0,0.0661
75.641,-43.503,48.136,70.988,3.1612,4.83,0,0,0,0,0,1,0,0,0,0,1,0.33280000000000004
20.845,-59.525,-39.659,34.493,3.1412,3.92,2,1,0,0,0,1,0,0,0,0,1,0.5394
-127.489,52.845,47.498,-66.925,3.1645,3.22,0,0,0,0,0,1,0,0,1,0,0,0.5115999999999999
147.604,-58.851,11.331,-40.858,3.1177,5.92,0,1,0,1,0,0,1,0,0,0,0,0.11880000000000002
-168.793,-66.933,-62.879,-37.469,3.1751,5.19,1,1,0,0,0,1,0,0,0,0,1,0.1693
133.734,-31.993,36.754,12.644,3.1286,4.82,1,1,0,0,0,0,0,0,1,0,0,0.10439999999999999
-7.173,23.114,-33.36,30.057,3.1388,2.54,1,1,1,0,0,0,0,1,0,0,1,0.0529
18.006,38.424,-73.101,10.286,3.1556,3.4,1,1,0,0,0,0,1,0,0,0,0,0.3425
-21.547,-34.612,-71.423,29.401,3.1219,2.31,0,1,1,0,0,0,1,0,0,0,0,0.3235
130.096,-26.619,-64.432,-59.027,3.1399,3.15,1,1,1,0,0,0,0,0,0,1,1,0.1041
-177.066,23.305,75.528,55.173,3.1449,4.37,0,2,0,0,0,0,1,0,0,0,0,0.193
76.908,-47.009,-15.262,28.96,3.1182,4.4,0,1,0,0,0,1,1,0,0,0,0,0.4991
2.238,63.365,45.124,-50.154,3.1266,2.39,0,2,0,0,0,0,0,0,0,1,1,0.15480000000000002
-141.962,-31.716,-35.388,32.814,3.1545,4.78,1,0,1,0,0,0,0,0,1,0,0,0.1315
106.061,65.017,52.661,-30.098,3.1379,1.04,0,1,0,1,0,0,1,0,0,0,0,0.9512999999999999
-11.628,-28.976,39.462,22.295,3.11,3.95,1,1,0,0,0,1,1,0,0,0,0,0.2255
-46.558,-54.939,-54.765,-65.454,3.1136,4.35,1,1,1,0,0,0,0,0,1,0,0,0.226
-152.257,-22.321,-47.732,-30.732,3.1406,4.73,1,1,0,0,0,0,0,0,1,0,0,0.11050000000000001
165.57,-40.956,-57.494,55.849,3.1529,2.13,1,1,0,0,0,1,0,0,0,1,0,0.3351
147.948,-20.265,63.071,-55.877,3.127,1.49,1,2,1,0,0,0,0,0,1,0,0,0.2514
20.536,-35.564,-67.309,70.752,3.1275,3.66,1,1,0,0,0,1,1,0,0,0,0,0.3209
125.315,32.274,-10.767,69.172,3.126,2.52,0,1,0,0,1,0,0,0,0,1,1,0.1577
-170.959,-11.489,-25.893,74.341,3.1242,4.36,1,1,0,0,0,0,1,0,0,0,0,0.1119
-46.37,36.471,-66.07,-24.232,3.1346,0.98,1,1,0,0,0,1,0,1,0,0,0,0.14550000000000002
101.646,56.942,-40.903,-14.22,3.1102,4.49,1,1,0,0,0,1,0,0,1,0,0,0.3038
